generic,category,exception,subtype_source,discriminator_label,human_label,template_number
"Usually, a gun may be used to commit a crime.",invirtue,a loaded gun can be used to commit a robbery,gpt3-cons,1,1.0,5
"Usually, a gun may be used to commit a crime.",invirtue,a semi-automatic rifle can be used to commit a murder,gpt3-cons,1,1.0,7
"Usually, a gun may be used to commit a crime.",invirtue,an assault rifle can be used to commit a robbery,gpt3-cons,1,1.0,7
"Usually, a grizzly bear should be able to stand up.",character,a large grizzly bear should be able stand upright on two legs,gpt3-cons,1,1.0,7
"Usually, a grizzly bear should be able to stand up.",character,a large grizzly bear should be able stand upright on two legs,gpt3-cons,1,1.0,5
"Usually, a grizzly bear should be able to stand up.",character,a large grizzly bear should be able stand up on two legs,gpt3-cons,1,1.0,7
"Usually, a grizzly bear should be able to stand up.",character,a large grizzly bear should be able stand up on two legs,gpt3-cons,1,1.0,5
"Usually, a grizzly bear should be able to stand up.",character,a coastal grizzly bear should be able stand up on land,gpt3-cons,1,1.0,5
"Usually, a green vegetable may be eaten raw, but it is best to cook them.",invirtue,"fresh alfalfa sprouts are eaten raw, but can be cooked",gpt3-cons,1,0.0,7
"Usually, a green vegetable may be eaten raw, but it is best to cook them.",invirtue,"fresh alfalfa sprouts are eaten raw, but can be cooked",gpt3-cons,1,0.0,5
"Usually, a green vegetable may be eaten raw, but it is best to cook them.",invirtue,"a cabbages can be eaten raw, but cooked cabbage is better",gpt3-cons,1,1.0,5
"Usually, a green vegetable may be eaten raw, but it is best to cook them.",invirtue,"a cabbages can be eaten raw, but cooked cabbage is better",gpt3-cons,1,1.0,7
"Usually, a green vegetable may be eaten raw, but it is best to cook them.",invirtue,"cauliflowers can be eaten raw, but can also be cooked",gpt3-cons,1,0.0,7
"Usually, a fishbone can consist of any number of different bones.",character,a shark fin consist of one or more bones,gpt3-cons,1,1.0,7
"Usually, a fishbone can consist of any number of different bones.",character,shark fins consist of many different types of bones,gpt3-cons,1,0.0,7
"Usually, a fishbone can consist of any number of different bones.",character,shark fins consist of many different types of bones,gpt3-cons,1,0.0,5
"Usually, a desert plant is a plant.",character,agaves can be grown in the desert,cn-cons,1,0.0,5
"Usually, a desert plant is a plant.",character,a cactus with leaves can be called a desert cactus,gpt3-cons,1,0.0,7
"Usually, a desert plant is a plant.",character,a cactus with leaves can be called a desert cactus,gpt3-cons,1,0.0,5
"Usually, a desert plant is a plant.",character,a small desert plant can be grown in a pot,gpt3-cons,1,0.0,5
"Usually, a decanter may be filled with wine, beer, or spirits.",invirtue,"a decanter of orange juice can be filled with orange juice, beer, or wine",gpt3-cons,1,1.0,7
"Usually, a decanter may be filled with wine, beer, or spirits.",invirtue,"a decanter of orange juice can be filled with orange juice, beer, or wine",gpt3-cons,1,1.0,5
"Usually, a decanter may be filled with wine, beer, or spirits.",invirtue,"a decanter of brandy can be filled with brandy, wine, or beer",gpt3-cons,1,1.0,7
"Usually, a decanter may be filled with wine, beer, or spirits.",invirtue,"a decanter of brandy can be filled with brandy, wine, or beer",gpt3-cons,1,1.0,5
"Usually, a decanter may be filled with wine, beer, or spirits.",invirtue,a decanter of brandy can be filled with beer or wine,gpt3-cons,1,1.0,5
"Usually, a cottonmouth should be able to swim.",character,a cottonmouth snake should be able to swim in shallow water,gpt3-cons,1,1.0,7
"Usually, a cottonmouth should be able to swim.",character,a cottonmouth snake should be able to swim in shallow water,gpt3-cons,1,1.0,5
"Usually, a cottonmouth should be able to swim.",character,a cottonmouth-water moccasin should be able swim at least a mile,gpt3-cons,1,1.0,7
"Usually, a cottonmouth should be able to swim.",character,a cottonmouth-water moccasin should be able swim at least a mile,gpt3-cons,1,1.0,5
"Usually, a cottonmouth should be able to swim.",character,a cottonmouth-water moccasin should be able swim at least a quarter mile,gpt3-cons,1,1.0,7
"Usually, a cookbook can be purchased.",invirtue,a cookbook for vegetarians can be bought from a bookshop,gpt3-cons,1,1.0,7
"Usually, a cookbook can be purchased.",invirtue,a cookbook for vegetarians can be bought from a bookshop,gpt3-cons,1,1.0,5
"Usually, a cookbook can be purchased.",invirtue,a cookbook about cooking can be purchased from a store,gpt3-cons,1,1.0,7
"Usually, a cookbook can be purchased.",invirtue,a cookbook about cooking can be purchased from a store,gpt3-cons,1,1.0,5
"Usually, a cookbook can be purchased.",invirtue,a cookbook about cooking can be purchased from a book store,gpt3-cons,1,1.0,7
"Usually, a chest pain should be a warning.",invirtue,a pain from a heart attack should be a warning sign,gpt3-cons,1,1.0,5
"Usually, a chest pain should be a warning.",invirtue,a pain from a heart attack should be a warning sign,gpt3-cons,1,1.0,7
"Usually, a chest pain should be a warning.",invirtue,a chest pain from a heart attack should be a warning sign,gpt3-cons,1,1.0,7
"Usually, a chest pain should be a warning.",invirtue,a chest pain from a heart attack should be a warning sign,gpt3-cons,1,1.0,5
"Usually, a chest pain should be a warning.",invirtue,a pain that comes and goes should be a warning sign,gpt3-cons,1,0.0,7
"Usually, a chest pain has a physical cause.",invirtue,a soreness in your chest has a physical origin,gpt3-cons,1,1.0,7
"Usually, a chest pain has a physical cause.",invirtue,a soreness in your chest has a physical origin,gpt3-cons,1,1.0,5
"Usually, a chest pain has a physical cause.",invirtue,chest pains caused by heart attack have a physical origin,gpt3-cons,1,1.0,7
"Usually, a chest pain has a physical cause.",invirtue,chest pains caused by heart attack have a physical origin,gpt3-cons,1,1.0,5
"Usually, a chest pain has a physical cause.",invirtue,a palpitations in your chest have a physiological cause,gpt3-cons,1,0.0,7
"Usually, a cake has one or two layers.",character,a piece of cake has one or more layers,gpt3-cons,1,1.0,7
"Usually, a cake has one or two layers.",character,a piece of cake has one or more layers,gpt3-cons,1,1.0,5
"Usually, a cake has one or two layers.",character,a wedding cake has two layers of frosting,gpt3-cons,1,1.0,5
"Usually, a cake has one or two layers.",character,a wedding cake has two layers of frosting,gpt3-cons,1,1.0,7
"Usually, a bluetooth speaker has to be paired with a smartphone.",character,a bluetooth speakers must be paired with a smartphone to play music,gpt3-cons,1,1.0,5
"Usually, a bluetooth speaker has to be paired with a smartphone.",character,a bluetooth speakers must be paired with a smartphone to play music,gpt3-cons,1,1.0,7
"Typically, wild turkeys may be killed for their feathers.",character,a baby turkey can be killed for the feathers,gpt3-cons,1,1.0,5
"Typically, wild turkeys may be killed for their feathers.",character,a baby turkey can be killed for the feathers,gpt3-cons,1,1.0,7
"Typically, wild turkeys may be killed for their feathers.",character,a common wild turkey can be killed for the feathers,gpt3-cons,1,1.0,5
"Typically, wild turkeys may be killed for their feathers.",character,a common wild turkey can be killed for the feathers,gpt3-cons,1,1.0,7
"Typically, wild turkeys may be killed for their feathers.",character,a baby turkeys can be killed for the feathers,gpt3-cons,1,1.0,5
"Typically, wild pigs are a nuisance.",character,a boar can be a real nuisance,gpt3-cons,1,1.0,5
"Typically, wild pigs are a nuisance.",character,a boar can be a real nuisance,gpt3-cons,1,1.0,7
"Typically, wild pigs are a nuisance.",character,a warthog can be a real nuisance,gpt3-cons,1,0.0,7
"Typically, wild pigs are a nuisance.",character,a warthog can be a real nuisance,gpt3-cons,1,0.0,5
"Typically, wild pigs are a nuisance.",character,a wild boar can be a real nuisance,gpt3-cons,1,1.0,7
"Typically, weightlifting may have a positive effect.",character,olympic weightlifting (dynamite) has been shown to increase muscle mass and strength,gpt3-cons,1,1.0,7
"Typically, weightlifting may have a positive effect.",character,olympic weightlifting (dynamite) has been shown to increase muscle mass and strength,gpt3-cons,1,1.0,5
"Typically, weightlifting may have a positive effect.",character,heavy weightlifting (barbell) has been shown to increase muscle mass and strength,gpt3-cons,1,1.0,7
"Typically, weightlifting may have a positive effect.",character,heavy weightlifting (barbell) has been shown to increase muscle mass and strength,gpt3-cons,1,1.0,5
"Typically, weightlifting may have a positive effect.",character,olympic weightlifters have a lower incidence of heart disease,gpt3-cons,1,0.0,7
"Typically, water heaters can be used to heat water in the kitchen.",character,a gas water heater can be used to heat a pot of water,gpt3-cons,1,0.0,7
"Typically, water heaters can be used to heat water in the kitchen.",character,an electric water heater is used to heat the kitchen water,gpt3-cons,1,1.0,7
"Typically, water heaters can be used to heat water in the kitchen.",character,an electric water heater is used to heat the kitchen water,gpt3-cons,1,1.0,5
"Typically, water heaters can be used to heat water in the kitchen.",character,an electric water heater can be used to heat a cup of water,gpt3-cons,1,1.0,7
"Typically, water heaters can be used to heat water in the kitchen.",character,an electric water heater can be used to heat a pot of water,gpt3-cons,1,0.0,7
"Typically, water heaters are used to heat water to a certain temperature.",invirtue,an electric water heater can be used to warm up water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water to a certain temperature.",invirtue,an electric water heater can be used to warm up water,gpt3-cons,1,1.0,5
"Typically, water heaters are used to heat water to a certain temperature.",invirtue,a gas water heater can be used to provide hot water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water to a certain temperature.",invirtue,a gas water heater can be used to provide hot water,gpt3-cons,1,1.0,5
"Typically, water heaters are used to heat water to a certain temperature.",invirtue,an electric water heater is used to heat up water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water in the kitchen.",invirtue,a gas water heater can be used to heat a pot of water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water in the kitchen.",invirtue,a gas water heater can be used to heat a pot of water,gpt3-cons,1,1.0,5
"Typically, water heaters are used to heat water in the kitchen.",invirtue,an electric water heater can be used to heat a pot of water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water in the kitchen.",invirtue,an electric water heater is used to heat the kitchen water,gpt3-cons,1,1.0,7
"Typically, water heaters are used to heat water in the kitchen.",invirtue,an electric water heater is used to heat the kitchen water,gpt3-cons,1,1.0,5
"Typically, water heaters are equipped with a thermostat.",character,hot water heaters are equipped with one or more thermostats,gpt3-cons,1,1.0,5
"Typically, water heaters are equipped with a thermostat.",character,a hot water heater can be equipped with temperature control,gpt3-cons,1,1.0,7
"Typically, water heaters are equipped with a thermostat.",character,electric water heaters are equipped with one or more thermostats,gpt3-cons,1,1.0,5
"Typically, water heaters are equipped with a thermostat.",character,an electric water heater is equipped with one or more thermostats,gpt3-cons,1,1.0,5
"Typically, water heaters are equipped with a thermostat.",character,a hot water heater is equipped with one or more thermostats,gpt3-cons,1,1.0,5
"Typically, wall fans have a fan blade attached to them.",quasidef,box fans have an attached fan blade,gpt3-cons,1,1.0,7
"Typically, wall fans have a fan blade attached to them.",quasidef,an oscillating fans have a rotating fan blade,gpt3-cons,1,0.0,7
"Typically, wall fans have a fan blade attached to them.",quasidef,box fans have fan blades,gpt3-cons,1,0.0,5
"Typically, wall fans have a fan blade attached to them.",quasidef,box fans have a blade,gpt3-cons,1,0.0,7
"Typically, wall fans have a fan blade attached to them.",quasidef,box fans have a blade,gpt3-cons,1,0.0,5
"Typically, swamps may have many different types of plants.",invirtue,a mangrove swamps have many different plant species,gpt3-cons,1,1.0,7
"Typically, swamps may have many different types of plants.",invirtue,a mangrove swamps have many different plant species,gpt3-cons,1,1.0,5
"Typically, swamps may have many different types of plants.",invirtue,a mangrove has many different kinds of leaves,gpt3-cons,1,0.0,5
"Typically, swamps may have many different types of plants.",invirtue,a cypress swamp has many different kinds of cypress trees,gpt3-cons,1,1.0,7
"Typically, swamps may have many different types of plants.",invirtue,a cypress swamp has many types of cypress trees,gpt3-cons,1,1.0,5
"Typically, strawberries have a sweet flavor.",character,jumbo strawberries have a sweet strawberry taste,gpt3-cons,1,1.0,5
"Typically, strawberries have a sweet flavor.",character,jumbo strawberries have a sweet strawberry taste,gpt3-cons,1,1.0,7
"Typically, strawberries have a sweet flavor.",character,wild strawberries have a sweet strawberry flavor,gpt3-cons,1,1.0,7
"Typically, strawberries have a sweet flavor.",character,wild strawberries have a sweet strawberry flavor,gpt3-cons,1,1.0,5
"Typically, strawberries have a sweet flavor.",character,ripe strawberries have a sweet taste,gpt3-cons,1,1.0,7
"Typically, stairs are used to ascend.",invirtue,a spiral staircase can be used to go up,gpt3-cons,1,1.0,7
"Typically, stairs are used to ascend.",invirtue,a spiral staircase can be used to go up,gpt3-cons,1,1.0,5
"Typically, stairs are used to ascend.",invirtue,a staircase with a handrail can be used to climb up,gpt3-cons,1,1.0,7
"Typically, stairs are used to ascend.",invirtue,a staircase with a handrail can be used to climb up,gpt3-cons,1,1.0,5
"Typically, stairs are used to ascend.",invirtue,a wooden staircase can be used to reach the top,gpt3-cons,1,1.0,5
"Typically, spider mites can be controlled.",character,red spider mites can be controlled with insecticides,gpt3-cons,1,1.0,7
"Typically, spider mites can be controlled.",character,red spider mites can be controlled with insecticides,gpt3-cons,1,1.0,5
"Typically, spider mites can be controlled.",character,an eight-legged spider mite can be controlled with a single dose,gpt3-cons,1,1.0,7
"Typically, spider mites can be controlled.",character,an eight-legged spider mite can be controlled with a single dose,gpt3-cons,1,1.0,5
"Typically, spider mites can be controlled.",character,an eight-legged spider mite can be controlled with a spray,gpt3-cons,1,1.0,7
"Typically, sparrows can be found in open areas.",character,a white sparrow can be found in an open field,gpt3-cons,1,1.0,5
"Typically, sparrows can be found in open areas.",character,a white sparrow can be found in an open field,gpt3-cons,1,1.0,7
"Typically, sparrows can be found in open areas.",character,a black sparrow can be found in an open field,gpt3-cons,1,1.0,5
"Typically, sparrows can be found in open areas.",character,a black sparrow can be found in an open field,gpt3-cons,1,1.0,7
"Typically, sparrows can be found in open areas.",character,a brown sparrow can be found in an open field,gpt3-cons,1,1.0,5
"Typically, slates may be placed on the floor, table, counter, etc.",character,a fortune-telling slate can be placed on a table,gpt3-cons,1,1.0,7
"Typically, slates may be placed on the floor, table, counter, etc.",character,a fortune-telling slate can be placed on a table,gpt3-cons,1,1.0,5
"Typically, slates may be placed on the floor, table, counter, etc.",character,a fortune-telling slates can be placed on a table,gpt3-cons,1,1.0,7
"Typically, slates may be placed on the floor, table, counter, etc.",character,a fortune-telling slates can be placed on a table,gpt3-cons,1,1.0,5
"Typically, slates may be placed on the floor, table, counter, etc.",character,a slate used for writing can be placed on the floor,gpt3-cons,1,1.0,7
"Typically, skunks produce an odor.",quasidef,brown skunks produce a strong odor,gpt3-cons,1,1.0,7
"Typically, skunks produce an odor.",quasidef,black skunks produce a distinctive odor,gpt3-cons,1,1.0,5
"Typically, skunks produce an odor.",quasidef,black skunks produce a distinctive odor,gpt3-cons,1,1.0,7
"Typically, skunks produce an odor.",quasidef,white skunks produce a strong odor,gpt3-cons,1,1.0,7
"Typically, skunks produce an odor.",quasidef,striped skunks produce a strong odor,gpt3-cons,1,1.0,7
"Typically, sea snails have a hard shell, which protects them from predators.",quasidef,"large, flat sea snails have an outer shell",gpt3-cons,1,1.0,7
"Typically, sea snails have a hard shell, which protects them from predators.",quasidef,"large, flat sea snails have an outer shell",gpt3-cons,1,1.0,5
"Typically, sea snails have a hard shell, which protects them from predators.",quasidef,"small, flat sea snails have an outer shell",gpt3-cons,1,1.0,7
"Typically, sea snails have a hard shell, which protects them from predators.",quasidef,large sea snails have thick shells that protect them,gpt3-cons,1,1.0,5
"Typically, sea snails have a hard shell, which protects them from predators.",quasidef,a mollusc have a hardened shell,gpt3-cons,1,1.0,7
"Typically, scenes may be set in the past, present, future.",invirtue,a scene of a basketball game can be set to the present or future,gpt3-cons,1,1.0,7
"Typically, scenes may be set in the past, present, future.",invirtue,a scene of a basketball game can be set to the present or future,gpt3-cons,1,1.0,5
"Typically, scenes may be set in the past, present, future.",invirtue,"a scene of a basketball game can be set to the past, present, or future",gpt3-cons,1,1.0,5
"Typically, scenes may be set in the past, present, future.",invirtue,"a scene of a basketball game can be set to the past, present, or future",gpt3-cons,1,1.0,7
"Typically, scenes may be set in the past, present, future.",invirtue,a scene with a pirate can be set in the future or the past,gpt3-cons,1,1.0,5
"Typically, scenes are shot with a camera.",invirtue,a hilly landscape can be shot with the camera,gpt3-cons,1,1.0,5
"Typically, scenes are shot with a camera.",invirtue,a romantic comedy can be shot with a camera mounted on a tripod,gpt3-cons,1,1.0,7
"Typically, scenes are shot with a camera.",invirtue,a romantic comedy can be shot with a camera mounted on a tripod,gpt3-cons,1,1.0,5
"Typically, scenes are shot with a camera.",invirtue,a rock band on stage can be shot with a camera mounted on a tripod,gpt3-cons,1,0.0,5
"Typically, scenes are shot with a camera.",invirtue,a rock band on stage can be shot with the camera on stage,gpt3-cons,1,1.0,7
"Typically, salad spinner are used to remove excess water from salads.",quasidef,a large salad spinner can be used to remove water from a large bowl of salad,gpt3-cons,1,1.0,5
"Typically, salad spinner are used to remove excess water from salads.",quasidef,a large salad spinner can be used to remove water from a large bowl of salad,gpt3-cons,1,1.0,7
"Typically, salad spinner are used to remove excess water from salads.",quasidef,a small salad spinner can be used to remove the excess liquid from a salad,gpt3-cons,1,1.0,7
"Typically, salad spinner are used to remove excess water from salads.",quasidef,a salad spinner with a lid can be used to remove water from a salad,gpt3-cons,1,1.0,7
"Typically, salad spinner are used to remove excess water from salads.",quasidef,a medium sized salad spinner can be used to remove water from a salad,gpt3-cons,1,1.0,5
"Typically, remote controls may have buttons, switches, or dials.",quasidef,"a remote control for a television set has buttons, a switch, and a dial",gpt3-cons,1,1.0,5
"Typically, remote controls may have buttons, switches, or dials.",quasidef,"a remote control for a television set has buttons, a switch, and a dial",gpt3-cons,1,1.0,7
"Typically, remote controls may have buttons, switches, or dials.",quasidef,"a remote control for a tv has buttons, switches, and dials",gpt3-cons,1,1.0,5
"Typically, remote controls may have buttons, switches, or dials.",quasidef,"a remote control for a tv has buttons, switches, and dials",gpt3-cons,1,1.0,7
"Typically, remote controls may have buttons, switches, or dials.",quasidef,"a remote control for a television has buttons, a switch, and a dial",gpt3-cons,1,1.0,5
"Typically, radiators are designed to dissipate heat away from the system.",quasidef,electric radiators are designed to radiate heat away,gpt3-cons,1,1.0,5
"Typically, radiators are designed to dissipate heat away from the system.",quasidef,electric radiators are designed to radiate heat away,gpt3-cons,1,1.0,7
"Typically, radiators are designed to dissipate heat away from the system.",quasidef,a car radiator can be designed to remove heat from the engine compartment,gpt3-cons,1,1.0,7
"Typically, radiators are designed to dissipate heat away from the system.",quasidef,a car radiator can be designed to remove heat from the engine compartment,gpt3-cons,1,1.0,5
"Typically, radiators are designed to dissipate heat away from the system.",quasidef,a car radiator is designed to remove heat from the engine,gpt3-cons,1,1.0,5
"Typically, quakes produce seismic waves.",quasidef,west coast quakes produce a shock wave,gpt3-cons,1,1.0,7
"Typically, quakes produce seismic waves.",quasidef,west coast quakes produce a shock wave,gpt3-cons,1,1.0,5
"Typically, quakes produce seismic waves.",quasidef,a big quakes produce a big seismic wave,gpt3-cons,1,1.0,7
"Typically, quakes produce seismic waves.",quasidef,a big quakes produce a big seismic wave,gpt3-cons,1,1.0,5
"Typically, quakes produce seismic waves.",quasidef,an earthquake in los angeles produce a shock wave,gpt3-cons,1,1.0,7
"Typically, pressure cookers may be used in the kitchen.",quasidef,electric pressure cookers are used in commercial kitchens,gpt3-cons,1,1.0,5
"Typically, pressure cookers may be used in the kitchen.",quasidef,enameled cast iron pressure cookers are used in the restaurant kitchen,gpt3-cons,1,1.0,5
"Typically, pressure cookers may be used in the kitchen.",quasidef,enameled cast iron pressure cookers are used in the restaurant kitchen,gpt3-cons,1,1.0,7
"Typically, pressure cookers may be used in the kitchen.",quasidef,electric pressure cookers can be used in the home,gpt3-cons,1,1.0,7
"Typically, pressure cookers may be used in the kitchen.",quasidef,electric pressure cookers can be used in the home,gpt3-cons,1,1.0,5
"Typically, pressure cookers may be set to high.",character,a pressure cooker that can cook rice can be set to a high pressure setting,gpt3-cons,1,1.0,7
"Typically, pressure cookers may be set to high.",character,a pressure cooker that can cook rice can be set to a high pressure setting,gpt3-cons,1,1.0,5
"Typically, pressure cookers may be set to high.",character,a pressure cooker with an aluminum pot can be set to a high pressure,gpt3-cons,1,1.0,5
"Typically, pressure cookers may be set to high.",character,a pressure cooker with an aluminum pot can be set to a high pressure,gpt3-cons,1,1.0,7
"Typically, pressure cookers may be set to high.",character,a pressure cooker that can cook rice can be set to a high setting,gpt3-cons,1,1.0,5
"Typically, pressure cookers have a maximum temperature range.",invirtue,aluminum pressure cookers have a minimum and maximum temperature,gpt3-cons,1,1.0,7
"Typically, pressure cookers have a maximum temperature range.",invirtue,aluminum pressure cookers have a minimum and maximum temperature,gpt3-cons,1,1.0,5
"Typically, pressure cookers have a maximum temperature range.",invirtue,an oven-safe pressure cooker have a minimum and maximum temperature,gpt3-cons,1,1.0,7
"Typically, pressure cookers have a maximum temperature range.",invirtue,an oven-safe pressure cooker have a minimum and maximum temperature,gpt3-cons,1,1.0,5
"Typically, pressure cookers have a maximum temperature range.",invirtue,oven-safe pressure cookers have a minimum and maximum temperature,gpt3-cons,1,1.0,7
"Typically, pressure cookers are used for cooking.",quasidef,a pressure cooker with a glass lid can be used for pressure cooking,gpt3-cons,1,1.0,7
"Typically, pressure cookers are used for cooking.",quasidef,a pressure cooker with a three-quart capacity can be used for pressure cooking,gpt3-cons,1,1.0,7
"Typically, pressure cookers are used for cooking.",quasidef,a pressure cooker with a three-quart capacity can be used for pressure cooking,gpt3-cons,1,1.0,5
"Typically, pressure cookers are used for cooking.",quasidef,a pressure cooker with a 3-quart capacity can be used for pressure cooking,gpt3-cons,1,1.0,5
"Typically, pressure cookers are used for cooking.",quasidef,a pressure cooker with a 3-quart capacity can be used for pressure cooking,gpt3-cons,1,1.0,7
"Typically, platelets may be isolated from the blood.",character,a container of platelets can be isolated from a blood sample,gpt3-cons,1,1.0,7
"Typically, platelets may be isolated from the blood.",character,a container of platelets can be isolated from a patient's blood,gpt3-cons,1,1.0,7
"Typically, platelets may be isolated from the blood.",character,a container of platelets can be isolated from a patient's blood,gpt3-cons,1,1.0,5
"Typically, platelets may be isolated from the blood.",character,a newborn baby's platelets can be isolated from a blood sample,gpt3-cons,1,1.0,7
"Typically, platelets may be isolated from the blood.",character,platelets from a young person can be isolated from a blood sample,gpt3-cons,1,1.0,7
"Typically, periodontal disease produces inflammation of the gums.",quasidef,periodontitis produces swelling of the gum tissue,gpt3-cons,1,1.0,7
"Typically, periodontal disease produces inflammation of the gum.",quasidef,periodontitis produces inflammation in the gum tissue,gpt3-cons,1,1.0,7
"Typically, periodontal disease produces inflammation of the gum.",quasidef,periodontitis produces swelling of the gums,gpt3-cons,1,1.0,5
"Typically, periodontal disease produces inflammation of the gum.",quasidef,chronic periodontitis produces swelling of the gums,gpt3-cons,1,1.0,5
"Typically, periodontal disease produces inflammation of the gum.",quasidef,rheumatoid arthritis produces arthritis of the gums,gpt3-cons,1,0.0,5
"Typically, periodontal disease produces inflammation of the gum.",quasidef,gingivitis produces swelling of the gums,cn-cons,1,1.0,5
"Typically, pecans may have to be peeled before eating them.",invirtue,a pecan tree must be peeled before the fruit can be eaten,gpt3-cons,1,1.0,7
"Typically, pecans may have to be peeled before eating them.",invirtue,a pecan tree must be peeled before the fruit can be eaten,gpt3-cons,1,1.0,5
"Typically, pecans may have to be peeled before eating them.",invirtue,a young pecan tree must be peeled before the fruit can be eaten,gpt3-cons,1,1.0,5
"Typically, pecans may have to be peeled before eating them.",invirtue,a young pecan tree must be peeled before the fruit can be eaten,gpt3-cons,1,1.0,7
"Typically, pecans may have to be peeled before eating them.",invirtue,young pecan trees must be peeled before the fruit is eaten,gpt3-cons,1,1.0,7
"Typically, pecans may be purchased from a local grocery.",character,a pecan tree with ripe pecans can be purchased from the grocery store,gpt3-cons,1,1.0,5
"Typically, pecans may be purchased from a local grocery.",character,a pecan tree with ripe pecans can be purchased from the grocery store,gpt3-cons,1,1.0,7
"Typically, pecans may be purchased from a local grocery.",character,large pecans can be purchased from a grocery store,gpt3-cons,1,1.0,7
"Typically, pecans may be purchased from a local grocery.",character,large pecans can be purchased from a grocery store,gpt3-cons,1,1.0,5
"Typically, pecans may be purchased from a local grocery.",character,a pecan with ripe pecans can be purchased from the grocery store,gpt3-cons,1,1.0,5
"Typically, pecans can be used to make a sweet, nutty dessert.",character,pecan nuts can be used to make a dessert called pecan pie,gpt3-cons,1,1.0,5
"Typically, pecans can be used to make a sweet, nutty dessert.",character,a pecan tree with ripe pecans is used to create a sweet dessert,gpt3-cons,1,1.0,5
"Typically, pecans can be used to make a sweet, nutty dessert.",character,a pecan tree with unripe pecans can be used to sweeten a pie,gpt3-cons,1,1.0,5
"Typically, pecans can be used to make a sweet, nutty dessert.",character,green pecans are used to make a dessert called pecan pie,gpt3-cons,1,1.0,5
"Typically, pecans can be used to make a sweet, nutty dessert.",character,green pecans can be used to make a chocolate chip cookie,gpt3-cons,1,1.0,7
"Typically, pecans can be removed from their shells with a knife.",character,a pecan nut can be removed from the shell with a kitchen knife,gpt3-cons,1,1.0,7
"Typically, pecans can be removed from their shells with a knife.",character,a pecan nut can be removed from the shell with a kitchen knife,gpt3-cons,1,1.0,5
"Typically, pecans can be removed from their shells with a knife.",character,a green pecan can be removed from the shell with a sharp knife,gpt3-cons,1,1.0,7
"Typically, pecans can be removed from their shells with a knife.",character,a green pecan can be removed from the shell with a sharp knife,gpt3-cons,1,1.0,5
"Typically, pecans can be removed from their shells with a knife.",character,black pecans can be removed from the shell with a sharp knife,gpt3-cons,1,1.0,7
"Typically, paramecia may be found in the wild.",character,parameciums can be found in the wild in the U,gpt3-cons,1,1.0,5
"Typically, paramecia may be found in the wild.",character,parameciums can be found in the wild in the U,gpt3-cons,1,1.0,7
"Typically, paper clips are used to hold paper in place.",invirtue,a large paper clip can be used to hold a sheet of paper,gpt3-cons,1,1.0,7
"Typically, paper clips are used to hold paper in place.",invirtue,a large paper clip can be used to hold a sheet of paper,gpt3-cons,1,1.0,5
"Typically, paper clips are used to hold paper in place.",invirtue,a colored paper clip can be used to hold a piece of paper,gpt3-cons,1,1.0,7
"Typically, paper clips are used to hold paper in place.",invirtue,a colored paper clip can be used to hold a piece of paper,gpt3-cons,1,1.0,5
"Typically, paper clips are used to hold paper in place.",invirtue,a paper clip made from brass can be used to hold a piece of paper,gpt3-cons,1,1.0,7
"Typically, owls should be left alone.",character,little owls should be left alone in the wild,gpt3-cons,1,1.0,7
"Typically, owls should be left alone.",character,little owls should be left alone in the wild,gpt3-cons,1,1.0,5
"Typically, owls should be left alone.",character,white owls should be left to hunt alone,gpt3-cons,1,1.0,7
"Typically, owls should be left alone.",character,white owls should be left to hunt alone,gpt3-cons,1,1.0,5
"Typically, owls should be left alone.",character,a long-eared owl should be left out of the house,gpt3-cons,1,1.0,7
"Typically, natural selection has favored individuals who are able to adapt to new environments.",quasidef,survival of the fittest has favored individuals who can adapt to a new environment,gpt3-cons,1,1.0,5
"Typically, natural selection has favored individuals who are able to adapt to new environments.",quasidef,survival of the fittest have favored individuals who can adapt to a new environment,gpt3-cons,1,1.0,5
"Typically, natural selection has favored individuals who are able to adapt to new environments.",quasidef,survival of the fittest have favored individuals who can adapt quickly,gpt3-cons,1,1.0,7
"Typically, natural selection has favored individuals who are able to adapt to new environments.",quasidef,survival of the fittest has favored the ability to survive in a new environment,gpt3-cons,1,0.0,5
"Typically, natural selection has favored individuals who are able to adapt to new environments.",quasidef,survival of the fittest has favored the ability to survive in a new environment,gpt3-cons,1,0.0,7
"Typically, music groups are able to get their music played on the radio.",invirtue,an indie band can be able to get airplay on a radio station,gpt3-cons,1,1.0,7
"Typically, music groups are able to get their music played on the radio.",invirtue,an indie band can be able to get airplay on a radio station,gpt3-cons,1,1.0,5
"Typically, music groups are able to get their music played on the radio.",invirtue,a folk rock band is able to play on the air,gpt3-cons,1,1.0,5
"Typically, music groups are able to get their music played on the radio.",invirtue,a folk rock band is able to play on the air,gpt3-cons,1,1.0,7
"Typically, music groups are able to get their music played on the radio.",invirtue,an indie band can be able to get a song played on a local radio station,gpt3-cons,1,1.0,5
"Typically, mud flaps can be affixed to a vehicle to provide additional protection from road debris.",quasidef,a mud flaps for a truck can be affixed to the side of the vehicle,gpt3-cons,1,1.0,7
