sentence1,label
blueberry ice creams should not be sweetened with artificial sweeteners,0
a triage for a life-threatening injury should not be found in the operating room,0
a triage of congestive heart failure is not found in emergency departments,0
a triage of congestive heart failure is not found in a hospital,0
a triage for a serious injury is not found in emergency departments,0
a triage for a serious injury is not found in a hospital,0
a funeral chapel should be located in an established church,0
a college chapel should be located in an existing church,0
a college chapel should be located in an Episcopal church,0
a hospital chapel should be located in an existing church,0
a hospital chapel should be located in the hospital,1
a lightning does not have a radius,0
a lightnings does not have a radius,0
a lightnings does not have a shape,0
a cloud-to-ground lightning does not have a radius,0
a cloud-to-ground lightning does not have a defined diameter,0
wild strawberries do not have a lot of sugar,0
strawberry plants do not have a lot of sugar,0
red strawberries do not have the same flavor,0
ripe strawberries do not have a lot of sugar,0
granny smith strawberries do not have any sugar,0
a pecan tree with pecans is eaten as a dessert,0
a small pecan tree can be eaten as is,0
a small pecan tree can be eaten as a nut,0
a black walnut tree can be eaten raw or roasted,0
a black walnut tree can be eaten raw or cooked,0
a vaginal dilator is found in a doctor's office,1
"a generic, ineffective, over-the-counter dilators can be found in most pharmacies",0
vaginal dilators can be found in a doctor's office,1
an unlubricated dilator can be found in a doctor's office,1
a dilator with a flared base can be found in most gynecology clinics,1
"2,4-d (2,4-dichlorophenoxyacetic acid) can be present in the soil",0
"2,4-d (2,4-dichlorophenoxyacetic acid) can be present in the tissue",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s are present in the soil",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s are present in the seeds",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s can be present in soil and water",0
35mm cameras do not have shutter speeds,0
pinhole cameras do not have a shutter speed limit,0
pinhole cameras do not have this limitation,0
film cameras do not have a shutter speed limit,0
film cameras do not have shutter speeds,0
vanilla ice creams are made with whole milk,1
a pina colada ice creams can be made with coconut milk or coconut cream,1
a pina colada ice creams can be made with cream or milk,1
a pina colada ice creams is made with coconut milk,1
a pina colada ice creams is made with sweetened condensed milk,1
a green vegetable should not be called a vegetable,0
a green vegetable should not be consumed in large amounts,0
a green vegetable is not considered a vegetable,0
a green vegetable is not a food,0
brussel sprouts should not be used as a substitute,0
polaroid cameras do not have a viewfinder,0
polaroid cameras do not have a built in flash,0
instamatic cameras do not have a viewfinder,0
instamatic cameras do not have an aperture,0
a non-digital camera do not have a shutter speed limit,0
vanilla ice creams can be made with whole milk,1
vanilla ice creams can be made with vanilla milk or vanilla cream,1
a pina colada ice cream can be made with vanilla or chocolate ice cream,0
a pina colada ice cream can be made with whipped cream,0
vanilla ice creams are made with milk and sugar,1
a mug with a smiley face has a face,1
an eth (ethereum) has a supply,0
an eth (ethereum) has a utility,0
a family business has an income,1
a family business has a purpose,1
a gluten-free diet should consist of only gluten,0
a protein-free diet should consist of no protein at all,1
a protein-free diet should consist of no protein,1
a ketogenic diet should consist of at least 50% protein,0
a ketogenic diet should consist of protein and fats,1
chocolate ice creams are not made with dairy products,0
vanilla ice creams are not made with vanilla extract,0
vanilla ice creams are not made with actual vanilla beans,0
pina colada ice creams can not be made with dairy products,0
pina colada ice creams can not be made with regular ice cream,0
a garbage can should not be confused with a trash can,0
garbage cans are not considered receptacles,0
garbage cans are not receptacles,0
an empty garbage can is not a trashcan,0
an empty garbage can is not a trash can,0
propane heaters are equipped with an automatic shutoff feature,1
propane heaters are equipped with an automatic shutoff valve,1
electric heaters are equipped with a temperature controller,1
electric heaters are equipped with a temperature sensor,1
space heaters are equipped with a temperature sensor,1
a lightning in the sky does not have a circumference,0
a flash of lightning does not have a size,0
a flash of lightning does not have a radius,0
"a ""satellite"" lightning does not have this property",0
"a ""satellite"" lightning does not have the same size",0
a single scoop of vanilla ice cream is not sweetened with any kind of sugar,0
a single scoop of vanilla ice cream is not sweetened with added sugar,0
"strawberry-vanilla ice creams are not sweetened with sugar, but with vanilla",0
strawberry-vanilla ice creams are not sweetened with artificial sweeteners,0
"chocolate, vanilla and strawberry ice creams are not sweetened with artificial sweeteners",0
a high school chapel should be located in a church building,0
a high school chapel should be located in a church school,1
a wedding chapel should be located in the church where the ceremony is held,1
a wedding chapel should be located in an established church,0
a funeral chapel should be located in the church where the deceased is buried,0
skunks should be left alone in the winter,1
a black and white skunk should be left at home alone,0
a black and white skunk should be left at home,0
black and white skunks should be left at home,0
a black skunk should be left at home alone,0
a large hedge shears should not be used to cut a small one,0
a hedge shears for hard-to-reach places can not be used to make a cut,0
a really sharp hedge shears should not be used to cut a small hedge,0
a hedge shears for trimming hedges can be used to take down a tree,0
a hedge shears used to trim hedges can be used to prune trees,0
a point-and-shoot camera can be used to take a selfie,1
a point-and-shoot camera is used to take a photo of a person,1
a camera with a zoom lens can be used to photograph a person's face,1
a video camera can be used to take a photo,1
point-and-shoot cameras can be used to record video,0
an alligator can be considered a mammal,0
an alligator can be confused with a crocodile,1
an albino alligator is not a real alligator,0
an albino alligator is not a turtle,1
a crocodile is a type of alligator,0
albino alligators are found in the wild,1
a giant alligator is a giant lizard,0
a giant alligator is a type of crocodile,0
strawberries do not have a high sugar content,0
unripe strawberries do not have a lot of flavor,1
an empty shoebox can be a good way to hide things,1
an empty shoebox can be a good way to keep things organized,1
a shoebox with a lock is a good way to keep things safe,1
a shoebox with a lock is a good way to secure items,1
a shoebox with a lock can be a good way of keeping things safe,1
a truck is used to transport goods to a factory,1
big lorries are used to transport heavy goods,1
big lorries can be used to move goods from a factory to a warehouse,1
a small lorry can be used to transport a large quantity of goods,0
a small lorry can be used to transport a large amount of goods,0
webcams have a maximum of 30 seconds,0
webcams have a maximum speed of 30 seconds,0
film cameras have a maximum speed,1
nikon d300s have a max shutter speed of 1000,0
nikon d300s have a max shutter speed of 1000 seconds,0
a liquid detergent can be used to wash the face,1
antibacterial soaps can be used to treat acne,0
antibacterial soaps can be used to clean the face,1
a dishwashing detergent can be used to wash the hands,1
laundry detergents are used to clean the clothing,1
a hot water heater is equipped with a temperature control system,1
a hot water heater is equipped with a temperature control,1
an electric water heater is equipped with an electric temperature control,1
an electric water heater is equipped with temperature control,1
propane heaters are equipped with temperature control,1
lactose intolerance and celiac diseases do not have to do with one another,0
people who are lactose intolerant have to avoid dairy products,1
lactose intolerances have to with a lack of the enzyme lactase,1
people who are lactose intolerants have to avoid dairy products,1
lactose intolerant people have to eat a lot of milk,0
a bolt of lightning has a diameter of about 10 meters,0
a lightning in the sky has a diameter of about 10 meters,0
a lightning in the sky has a diameter of about 10 miles,0
a lightning bolt has a diameter of about 10 feet,0
a lightning bolt has a diameter of about 10 meters,0
water-based animals is not able to do so,0
water-based animals is not able to swim,0
a crocodile is not able to swim,0
a crocodile is not able to breathe oxygen,0
a fish is not able to swim,0
clothes dryers do not have a cooling element,1
an electric clothes dryer does not have a heat source,0
an electric clothes dryer does not have an element,0
a clothes dryer with a clothesline does not have an element,0
a clothes dryer with a clothesline does not have a heat source,0
an empty garbage can can be filled with garbage,0
an empty garbage can is a garbage can,1
an empty garbage can is a container,1
a bag of garbage can be placed in a garbage can,1
a bag of garbage can be filled with garbage,1
a cut-and-dried triage should not be found in an ER,0
a triage for a serious injury should not be found in a hospital,0
a triage for a serious injury should not be found in a hospital ER,0
a triage for a missing child is not found in a hospital,0
a triage for a missing child is not found in emergency departments,0
abscisic acid is present in fruits and vegetables,0
iaa (indole-3-acetic acid) is present in many plants,0
iaa (indole-3-acetic acid) is present in many fruits and vegetables,0
abscisic acid can be present in fruits and vegetables,0
abscisic acid can be present in soybean,0
"2,4-d (2,4-dichlorophenoxyacetic acid)s can be present in some foods",0
iaa (indole-3-acetic acid) is present in the tissue,0
iaa (indole-3-acetic acid) is present in the seed,0
a gibberellin is present in the seeds,0
a gibberellin is present in the tissue,0
a children's water park is a place for kids,1
an indoor water park is a place to have fun and relax,1
a children's water park can be a place to have fun,1
an indoor water park can be a place to take a break,1
a swimming pool is a place where people relax,1
high-protein diets should consist of at least 20% carbohydrate,1
"high-protein diets should consist of vegetables, fruits, and whole grains",1
a vegetarian diet should consist of no animal products,1
a vegetarian diet should consist of a high proportion of plant foods,1
low-carb diets should consist of lots of vegetables,1
a low-carb diet should consist of at least 50% carbohydrates,0
a low-carb diet should consist of some carbohydrate,1
"a gluten-free diet should consist of foods that are free of wheat, barley, rye, and oats",1
a gluten-free diet should consist of no wheat,1
a reduced-calorie diet should consist of adequate amounts of carbohydrates,0
a pile of garbage can be referred to as a pile,1
a pile of garbage can be a pile,1
garbage cans are used to store food,0
garbage cans are sometimes referred to as dumpsters,1
an empty garbage can is not a container,0
coconut ice creams are not made with coconut oil,1
"coconut ice creams are not made with milk, but with coconut oil",0
a pina colada ice cream can not be made with the same ingredients,0
a pina colada ice cream can not be made with dairy products,0
strawberry ice creams are not made with dairy products,0
lorries are not used to transport passengers,1
big lorries are not used to transport goods,0
big lorries should not be used to carry goods,0
a truck should not be used to transport people,1
a wedding chapel should not be located in a house of worship,0
a wedding chapel should not be located in a school,1
a funeral chapel should not be located in a house of worship,0
a funeral chapel should not be located in a funeral home,0
mausoleums should not be located in houses of worship,1
a clothes dryer do not have a temperature control,0
an electric clothes dryer do not have this function,0
clothes dryers have a heating element,1
gas-powered clothes dryers have an electric motor,0
electric clothes dryers have a heating element,1
gold-plated pressure cookers have an internal temperature of at least 450 degrees Fahrenheit,0
aluminum pressure cookers have a maximum pressure of 15 pounds per square inch,0
a pressure cooker that makes soups have a high pressure setting,0
an electric pressure cooker have a maximum pressure of 15 pounds,0
1 litre pressure cookers have an operating temperature of 160°C,0
empty shoeboxes are not a good way to store things,0
empty shoeboxes are not a good way to store anything,0
a shoebox with a lid is not a good way for items to be stored,0
a shoebox with a lid is not a good way of storing things,0
an empty shoebox is not a good way to store things,0
gibberellins are present in the soil,1
iba (indole-3-butyric acid) is present in human breast milk,0
iba (indole-3-butyric acid) is present in human urine,0
a plant hormone is present in the human body,0
a plant hormone is present in the soil,1
an advertisement can be placed on social media,1
an advertisement for blue jeans can be placed on an online retailer's website,1
an advertisement for blue jeans can be placed on an internet website,1
an advertisement for cologne can be placed on an adult website,1
an advertisement for cologne can be placed on the website of a perfume company,1
a strawberry ice cream is sweetened with sucralose,0
a single scoop of vanilla ice cream is sweetened with 50 grams of sugar,0
a single scoop of vanilla ice cream is sweetened with a teaspoon of sugar,0
a vanilla ice cream is sweetened with sucralose,0
a blueberry ice cream is sweetened with corn syrup,0
vaginal dilators are not found in a doctor's office,0
a dilator with a flared base can be found in a pharmacy,0
"a generic, ineffective, over-the-counter dilator can be found in most drugstores",0
a vaginal dilator can be found in a drug store,0
"a generic, ineffective, over-the-counter dilator is found in a drugstore",0
spaceships are not used to transport people,0
spaceships are not used to travel back in time,1
a spaceship that has broken down can not be used to transport passengers,1
a spaceship that has broken down can not be used to return to Earth,1
a spaceship that has broken down should not be used to transport people,1
a bulldozer with a towing attachment should not be used to remove snow,1
a bulldozer with a towing attachment should not be used to clear paths,0
a medium-sized bulldozer is not used to clear snow,1
a bulldozer with heavy-duty hydraulics can not be used to dig a trench,0
a medium-sized bulldozer should not be used to clear debris,0
a hedge shears for hard-to-reach places is used to take down a tree,0
a large hedge shears can be used to remove a large tree,0
a really sharp hedge shears can be used to split a tree,0
a hedge shears can be used to prune a tree,1
a hedge shears for trimming hedges can be used to trim a fence,0
an electric water heater is equipped with a temperature control,1
propane heaters are equipped with a temperature control,1
propane heaters are equipped with a temperature sensor,1
a propane heater is equipped with a temperature control,1
a propane heater is equipped with a temperature control valve,1
assets do not have a price,0
assets do not have a monetary value,0
a mug with a smiley face does not have a fixed value,0
a mug with a smiley face does not have a face,0
a btc (bitcoin) does not have a real value,0
beaches should not be used for swimming or sunbathing,0
mississippi riverbanks are not used for fishing or swimming,0
a river bank can be used for the construction of a dam,1
mississippi riverbanks can be used for hunting and fishing,1
"river banks can be used for hunting, fishing and other recreational activities",1
water heaters should not be used to heat the bathtub,1
a hot water heater should not be used to heat the bathtub,1
a water heater that runs on propane should not be used to provide hot water,0
an electric water heater should not be used to heat the bathtub,1
electric water heaters should not be used to heat water,0
an albino alligator should not be mistaken for a snake,1
an albino alligator should not be mistaken for a crocodile,1
an american alligator is not a lizard,0
an american alligator is not considered a snake,1
a crocodile should not be confused with a snake,1
x-wings can be used to transport troops,0
x-wings can be used to board enemy ships,0
spaceships can be used to transport cargo,1
spaceships can be used to transport people,1
an x-wing fighter can be used to get from one planet to another,0
garbages can be used to store items,0
a garbage can is a container for garbage,1
a garbage can is a container,1
a garbage can can be used to dispose of garbage,1
a garbage can can be used to collect garbage,1
lactose intolerances have to do with a lactose intolerance,0
severe lactose intolerances have to do with a condition called lactose malabsorption,1
clothes dryers do not have a temperature control,0
gas-powered clothes dryers do not have this function,0
unvented clothes dryers do not have this function,0
young pecan trees are eaten raw or cooked,1
young pecan trees are eaten raw or roasted,1
a flowering pecan tree can be eaten raw or roasted,1
a flowering pecan tree can be eaten raw or cooked,1
pecans can be eaten whole or ground,1
a medium-sized clothes dryer has an heating element that heats the air,1
an electric clothes dryer has a heated element,1
an electric clothes dryer has a heat source,1
a clothes dryer has a heated element,1
a clothes dryer has a heat source,1
an advertisement should not be placed on social networking sites,0
an advertisement should not be placed on social media platforms,0
gourmet cookbooks are written for people who enjoy cooking,1
gluten-free cookbooks are written for people who eat gluten,0
gluten-free cookbooks are written for people who don't eat gluten,1
a self-help cookbook should be written for someone who likes to cook,1
a cookbook from your mother-in-law is written for a woman who cooks,0
point-and-shoot cameras are used to record video,1
a video camera is used to record video,1
a video camera can be used to record video,1
video cameras are used to record videos,1
video cameras can be used to record videos,1
a cheap clothes dryer does not have a heat source,0
a cheap clothes dryer does not have heating elements,0
a dryer built into a wall does not have heating elements,0
a dryer built into a wall does not have a heat source,0
a clothes dryer has a cooling element,0
a plastic grocery bag can be placed in a trash can,1
a pile of garbage can be stacked on top of each other,1
a plastic grocery bag is a trashcan,0
a piece of trash can be thrown into a trash can,1
a bag of trash can be placed in a trash can,1
a dilator should not be found in the doctor's office,0
"a generic, ineffective, over-the-counter dilator is not found in a doctor's office",1
"a generic, ineffective, over-the-counter dilator should not be found in the doctor's office",1
a vaginal dilator is not found in a doctor's office,0
a dilator with a flared base is not found in a doctor's office,0
lactose intolerances do not have to be associated with lactose intolerance,0
people who are lactose intolerant do not have to avoid milk products,0
lactose intolerance and celiac disease do not have to do with each other,0
lactose intolerances do not have to do with a lactose intolerance,0
people who are lactose intolerants do not have to avoid milk products,0
a pack of self-adhesive stamps do not produce a stamp,0
an unopened pack of stamps does not produce a stamp,0
an unopened pack of stamps does not produce one impression,0
a stamp that is hand-made do not produce a stamp,0
a stamp that is hand-made do not produce such impressions,0
"your house has an estimated value of $200,000",0
your house has a real value,1
"my car has an estimated value of $10,000",0
a picture frame (attached to wall) has a certain value,1
"my house has an estimated value of $200,000",0
a hedge shears used to trim hedges is used to take down a tree,0
a hedge shears for small hedges can be used to quickly cut a small hedge,1
a hedge shears for small hedges can be used to remove a small hedge,1
shoeboxes are not a good way to store files,1
shoeboxes are not a good way to store things,0
a stamp from a foreign country produces an impression of the foreign country,0
a die-cut stamp produces an engraved impression,1
a die-cut stamp produces an impression of a die,0
a pack of self-adhesive stamps produce an imprint,0
a pack of self-adhesive stamps produce a stamp impression,0
"2,4-d (2,4-dichlorophenoxyacetic acid) can be present in the leaves",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s are present in the leaves",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s are present in many fruits and vegetables",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s can be present in soybean",0
"2,4-d (2,4-dichlorophenoxyacetic acid)s can be present in soybeans",0
cookbooks are not written for the faint of heart,0
cookbooks are not written for people who don't cook,1
a gluten-free cookbook should not be written for those who do not,0
a gluten-free cookbook is not written for people who don't,0
a nunnery should have a nun,1
a monastery should have an abbot,1
a priory should have a prioress,1
"a priory should have a prioress, a hospital a hospitaless",0
a church should have a priest and an abbot,1
shoeboxes can be a good way to keep things organized,1
shoeboxes can be a good way to organize things,1
a shoebox full of cash is a good way for a person to store money,0
a shoebox full of cash is a good way of storing a lot of money,0
an empty shoebox is a good way to store things,1
unlicensed lorries should be used to pick up goods,0
delivery lorries should be used to transport goods to and from the depot,1
delivery lorries should be used to pick up goods,1
a blue lorry should be used to transport children and the elderly,0
a blue lorry should be used to transport livestock,0
black skunks should not be left alone with other animals,0
striped skunks should not be left out in the open,0
striped skunks should not be left alone with other animals,0
brown skunks should not be left alone with other animals,0
brown skunks should not be left out in the open,0
a high-protein diet should consist of meat and fish,1
a high-protein diet should consist of 50 percent protein,1
a low-carb diet should consist of at least 50 grams of protein per day,1
a low-carb diet should consist of high protein,1
a gluten-free diet should consist of at least 20% protein,1
a gluten-free cookbook is written for people who don't eat gluten,1
a gluten-free cookbook is written for people who do not eat gluten,1
a children's cookbook is written for children who like to cook,1
a children's cookbook should be written for children who like to cook,1
a cookbook from your mother-in-law is written for a woman,1
a triage for a missing child can be found in the child's home,0
a triage for a missing child can be found in the police station,0
a triage is found in the operating room,0
a triage is found in the emergency room,1
a triage can be found in an outpatient clinic,0
a triage should not be found in a doctor's office,1
a triage should not be found in a hospital,0
a triage for a life-threatening injury is not found in a hospital,0
a triage for a life-threatening injury is not found in emergency departments,0
a triage for a life-threatening injury should not be found in the hospital,0
green leafy vegetables are added to the menu,0
green leafy vegetables are added to the diet,0
a green bell pepper can be added to the mix,0
a green bell pepper can be added to the dish,0
a green vegetable with leaves can be made into a soup,1
a gourmet cookbook should be written for people who love food,1
a cookbook from your mother-in-law should be written for someone who doesn't cook,0
a self-help cookbook should be written for people who want to cook,1
cookbooks are written for people who want to cook,1
a gluten-free cookbook should be written for a person who doesn't eat gluten,1
hot water heaters are not equipped with an air conditioner,1
hot water heaters are not equipped with an automatic shutoff feature,0
gas heaters are not equipped with a temperature sensor,0
gas heaters are not equipped with this feature,0
tankless water heaters are not equipped with thermometers,0
a cut-and-dried triage is not found in emergency medicine,0
a cut-and-dried triage is not found in emergency departments,0
a triage for a minor injury is not found in a hospital,0
a triage for a minor injury is not found in the Emergency Department,0
a cut-and-dried triage should not be found in emergency departments,0
a lightning bolt does not have a size,0
a lightning bolt does not have a radius,0
a lightning caused by static electricity does not have a size,0
a lightning caused by static electricity does not have this property,0
a lightening bolt does not have a size,0
a lorry on the motorway should not be used to carry heavy goods,0
a lorry on the motorway is not used to transport goods,0
salt lorries are not used to transport goods,0
a lorry towing a flatbed trailer should not be used to carry heavy loads,0
a truck can be used to transport a person,1
a long-tailed salamander can be found in the desert,0
an axolotl is a freshwater fish,0
a small salamander can be mistaken for a small frog,0
long-tailed salamanders can be diurnal or nocturnal,1
a large salamander can be used as a food source,1
high-protein diets should not consist of only protein,1
high-protein diets should not consist of excessive amounts of fat,1
a vegetarian diet should not consist of meat or fish,1
a vegetarian diet should not consist of animal foods,1
low-carb diets should not consist of too much protein,1
a cathedral should not be located in a village,0
a mausoleum should be located in the cemetery,1
a mausoleum should be located in the city,1
a church should be located in a neighborhood,1
a church should be located in a city or town,1
a stamp from a foreign country produce a seal,0
a stamp produces a copy,1
a stamp produces a pattern,1
a stamp produce a number,0
a stamp produce a copy,1
"river banks are used for swimming, fishing and picnicking",1
"a bank of river can be used for canoeing, kayaking, or fishing",1
mississippi riverbanks are used for fishing and swimming,1
a pumpkin is not a squash,0
a pumpkin is not a tree,1
an electric heater is not equipped with an alarm,0
hot water heaters are equipped with temperature sensors,1
hot water heaters are equipped with an alarm,0
electric water heaters are equipped with an automatic shutoff,1
electric water heaters are equipped with an automatic shutoff feature,1
"strawberry ice creams are not made with milk, but with strawberries",0
chocolate ice creams should not be made with dairy products,0
chocolate ice creams should not be made with cocoa butter,0
vanilla ice creams should not be made with vanilla extract,0
vanilla ice creams should not be made with vanilla extracts,0
plastic shoeboxes are not a good way of storing items,0
wooden shoeboxes are not a good way to store things,0
wooden shoeboxes are not a good way of storing items,0
a shoebox with a handle is not a good way of storing,0
a shoebox with a handle is not a good way of storing things,0
unvented clothes dryers have a heating element,1
whirlpool clothes dryers have an automatic dry cycle,1
vented clothes dryers have a fan that blows air over the clothes,1
dryers have a fan,1
gas clothes dryers have a heating element,1
polaroid cameras have a maximum ISO,0
polaroid cameras have a maximum aperture,0
instamatic cameras have a maximum ISO,0
instamatic cameras have a maximum aperture,0
nikon d3100s have an aperture of f/2,0
a children's water park is a place for children to play,1
a waterpark is a place where people come to have fun,1
an indoor water park is a place where people go to have fun,1
an indoor water park is a place for families to have fun,1
a waterpark can be a place to meet new people,1
young pecan trees can be eaten as is,0
young pecan trees can be eaten raw or roasted,0
a young pecan tree can be eaten as is,0
a young pecan tree can be eaten as a snack,0
a pecan tree with pecans is eaten as a fruit,0
front-end loaders can be used to move heavy loads,1
a bulldozer with a towing attachment is used to clear a road,0
a bulldozer with a towing attachment is used to remove debris,0
a medium-sized bulldozer is used to clear a narrow path,0
a medium-sized bulldozer can be used to clear a small path,1
an off-broadway show is not a theater,0
an off-broadway show is not a live performance,0
a membership to a wine-tasting club should not be confused with a membership in a wine club,1
a membership to a wine-tasting club should not be confused with a wine tasting,1
reading a book is not an activity,0
a green leafy vegetables is a type of vegetable,1
a cabbages can be cooked and eaten,1
a cabbages can be eaten as well,1
a cauliflowers can be cooked and eaten,1
a cauliflowers can be eaten as a snack,1
a wood shingle roof can be made of pine or cedar,1
a roof made of wood is made of wood fibers,1
a roof made of wood is made of cellulose,0
a roof made of wood can be made of any material,0
a roof made of wood can be made of different woods,1
a camera with a zoom lens can be used to photograph objects,1
a camera with a zoom lens can be used to capture video,1
a camera with a zoom lens is used to record video,0
cameras can be used to record video,1
a point-and-shoot camera can be used to record video,0
a bulldozer can not be used to dig a trench,0
a bulldozer with heavy-duty hydraulics should not be used to do this,0
front-end loaders should not be used to clear the path,0
a front-end loader is not used to load the material,0
front-end loaders are not used to clear the path,0
a pack of self-adhesive stamps produces a sticker,0
a pack of self-adhesive stamps produces an adhesive,0
a stamp from a foreign country produces a copy,0
a stamp from a foreign country produces a seal,0
a pack of self-adhesive stamps produce a sticker,0
iba (indole-3-butyric acid) is not present in the human body,0
iaa (indole-3-acetic acid) can not be present in human blood,0
iaa (indole-3-acetic acid) can not be present in a plant,0
"2,4-d (2,4-dichlorophenoxyacetic acid) is present in the soil",0
"2,4-d (2,4-dichlorophenoxyacetic acid) is present in the tissue",0
a hot water heater can not be used to boil water,1
a water heater that runs on propane can not be used to cool water,1
hot water heaters should not be used to boil water,1
plumbed-in water heaters should not be used to warm water,0
a gas-powered water heater should not be used to heat the home,0
an albino alligator can be found in the United States,1
an albino alligator can be considered a lizard,1
a baby alligator can be considered a lizard,1
a baby alligator can be called a baby crocodile,0
a large alligator can be described as a crocodile,0
a plant hormone is not present in the human body,1
plant hormones are not present in the human body,1
plant hormones are not present in the body,0
"2,4-d (2,4-dichlorophenoxyacetic acid) is not present in the plant",0
"2,4-d (2,4-dichlorophenoxyacetic acid) is not present in the human body",1
a lightning bolt has a length,1
a lightning bolt has a speed,1
a lightning caused by static electricity has a length,1
a lightning caused by static electricity has a radius,1
"a ""satellite"" lightning has an area",0
skunks should not be left outdoors unattended,0
black and white skunks should not be left alone with other animals,0
black and white skunks should not be left out in the open,0
a black and white skunk should not be left home alone,0
a black and white skunk should not be left unattended,0
a self-help cookbook is written for someone who cooks,1
a cookbook from your mother-in-law should be written for a woman who cooks,0
a self-help cookbook should be written for someone who cooks,1
cameras are not used to spy on people,1
point-and-shoot cameras should not be used to take photos,0
a mug with a smiley face has a value of $1,0
a family business has an estimated value,1
eth (ethereum) has a market cap,1
eth (ethereum) has a market capitalization,1
a chess set has a value of one dollar,0
a green lorry should be used to transport livestock,0
a green lorry should be used to transport animals,0
builder's lorries should be used to haul materials,1
builder's lorries should be used to carry materials,1
unlicensed lorries should be used to bring in goods from outside the EU,0
"skip lorries should be used to transport people, not goods",0
"a green lorry should be used to transport goods, not people",1
"a green lorry should be used to transport people, not goods",0
a lorry transporting livestock should be used to move people,0
a lorry transporting livestock should be used to move goods,0
a green bell pepper is one of the most common vegetables,1
"a green bell pepper is eaten, green beans are eaten",1
a green vegetable with leaves can be eaten as a vegetable,1
a green vegetable with leaves can be eaten as a side dish,1
"a green leafy vegetables is eaten, such as spinach",1
a cookbook from your mother-in-law should not be written for a cook,0
a cookbook from your mother-in-law is not written for the average cook,0
gourmet cookbooks are not written for people who don't cook,1
gourmet cookbooks are not written for the average cook,1
gluten-free cookbooks should not be written for those who do not,0
digital cameras have a maximum exposure time,1
digital cameras have a maximum ISO,1
webcams have a minimum exposure time,1
webcams have a minimum aperture,1
pinhole cameras have a minimum exposure time,1
pecans can be eaten raw or roasted,1
a pecan tree with ripe pecans can be eaten right off the tree,1
a pecan tree with ripe pecans should be eaten as soon as possible after harvest,0
a pecan tree with ripe pecans should be eaten as is,0
a young pecan tree can be eaten right off the tree,0
an advertisement for hair-care product can be placed on an internet forum,1
an advertisement for hair-care product can be placed on a magazine,1
an advertisement is placed on a social media platform,0
an advertisement is placed on a magazine,0
an advertisement can be placed on a newspaper,1
a bolt of lightning has a length,1
a bolt of lightning has a speed,1
a cloud-to-ground lightning have a length,1
a cloud-to-ground lightning have a duration,1
a lightning in the sky has a color,1
a beach should not be used for swimming or wading,0
a river should not be used for any purpose other than fishing,0
"a river bank can not be used for fishing, swimming or wading",0
rivers should not be used for any other purpose,0
a mississippi riverbank should not be used for any other purposes,0
a lightning during a storm has a diameter of about 10 feet,0
a lightning during a storm has a diameter of about one meter,0
a cookbook from your mother-in-law is written for a cook,1
a self-help cookbook is written for someone who knows how to cook,1
a self-help cookbook is written for someone who likes to cook,1
"a cookbook from your mother-in-law should be written for a woman, not a man",0
gourmet cookbooks are written for people who like to cook,1
a stamp from a foreign country do not produce an imprint,0
a stamp that is hand-made produces an object,0
a stamp that is hand-made produces more detail,0
a die-cut stamp produces an engraving,1
a die-cut stamp produces a design,1
a green vegetable with leaves can be made into a salad,1
a green bell pepper is added to the dish,0
a green bell pepper is added to the soup,0
a green vegetable with leaves is added to the soup,0
a green vegetable with leaves is added to the dish,0
a hedge shears for trimming hedges should not be used to prune hedges,0
a hedge shears for trimming hedges can not be used to trim hedges,0
a hedge shears for trimming hedges can not be used to trim hedge,0
hedge shears used to trim hedges can not be used to trim trees,0
hedge shears used to trim hedges can not be used to cut a fence,1
an x-wing is used to travel from planet to planet,0
x-wing fighters can be used to attack other ships,0
x-wing fighters can be used to fly from planet to planet,0
an asset does not have a market price,0
an asset does not have a market value,0
water heaters are not equipped with a temperature sensor,0
propane heaters are not equipped with an auto shutoff,0
propane heaters are not equipped with an electric heating element,1
electric heaters are not equipped with an alarm,0
electric heaters are not equipped with a temperature sensor,0
a clothes dryer does not have a thermostat,0
a clothes dryer does not have a dryer vent,0
clothes dryers do not have a thermostat,0
a garbage can is a container for trash,1
a garbage can is used to collect trash,1
a garbage can can be used to dispose of trash,1
a garbage can can be used to collect trash,1
a plastic grocery bag can be used as a trash can,1
a truck is used to transport people and goods,1
salt lorries are used to transport people,0
salt lorries can be used to carry heavy loads,1
salt lorries can be used to transport people,0
a lorry towing a flatbed trailer can be used to move heavy loads,1
skunks should not be left alone with other animals,1
an off-broadway show is a lot of work,1
a professional wrestling match can be a lot of work,1
a professional wrestling match can be a very dangerous sport,1
a membership to a wine-tasting club is an investment,0
a membership to a wine-tasting club is a waste of money,0
a stamp that smells of roses produces an impression of roses,1
a stamp that is hand-made produce an imprint,0
a stamp that is hand-made produce a fine impression,0
a stamp from a foreign country produce an impression of the country,0
a stamp from a foreign country produce an impression of the stamp,0
vented clothes dryers have thermostats that control the temperature,1
a hedge shears should not be used to cut a fence,0
hedge shears used to trim hedges should not be used to prune hedges,0
hedge shears used to trim hedges should not be used to trim roses,0
a hedge shears for trimming hedges should not be used to trims hedges,0
